id,isDefault
1000575,0.00048641311771397235
1028125,0.03467575694215158
1010694,0.00016228863570698465
1026712,5.837258290967568e-05
1002895,0.0004598565452167794
1023930,0.5482038754467469
1031202,0.012026543453022807
1041065,4.747045860519772e-05
1037799,0.01796016020512378
1036385,0.00017317702695355468
1028640,0.0735179891916751
1046198,0.0007936194000685214
1005902,0.0024236291382546122
1001958,0.01042060190181915
1021171,0.0018244354972035905
1018693,0.003742092135618644
1046881,0.08550725857565153
1008394,0.39400106620186914
1039986,0.08096664651994098
1028449,0.5838914907141206
1037670,0.0040410671796765356
1030356,0.0003984038545158779
1047759,0.36312370226319607
1033422,0.0014043994801422714
1041457,0.0005360697258768811
1047669,0.7098325510752161
1013635,2.909380499328507e-05
1009911,0.0010780956337367185
1026052,0.0045383353248784584
1013010,0.0013867186073768484
1000541,0.0023380123916632934
1023933,0.002368505364650073
1017173,0.05646419177095602
1010278,0.001962468571723971
1042322,0.0010826278380552574
1035083,0.01524220794478879
1017136,0.0009428380746932225
1008825,0.0039625892189795965
1035744,0.059051241903384136
1019544,0.6835800390559977
1019583,0.25467919375154935
1015244,0.0043008952987533666
1001057,0.04161657554397115
1018597,0.003712307033807572
1036106,0.37632868730084695
1021590,0.00032763386589310995
1028479,0.10180221398309101
1022178,0.09816984426001725
1021768,0.015810646343612893
1044905,0.04103303404156426
1018188,0.002717995322840374
1034782,0.023842034828622745
1043358,0.6322635447971828
1012386,0.004039373273863111
1019710,0.572251624481033
1003882,0.0006727311147912794
1041743,0.007474129498826796
1045699,0.29022428926282384
1023722,0.1163404749394723
1005903,0.27633558376002715
1032382,0.03078451783651235
1032769,0.015288855951020024
1016556,0.20547723203283563
1018606,0.0011728215450799093
1034996,0.00714713779604218
1030041,0.0028966881334448608
1034236,0.31788208900407217
1027554,0.10492619323734814
1005162,0.12287320786022368
1011175,0.04126681078644757
1033902,0.14080112750492033
1014356,0.4771708767998307
1045176,0.3422209477951307
1048152,0.5606701426235249
1026600,0.00896535442863117
1046111,0.6744135066660818
1010478,0.0014846212317559647
1019200,0.011198303966331763
1030818,3.9949573793147687e-05
1041083,0.022976553028664953
1020605,0.001154822102419649
1020932,0.6576255941705212
1031833,0.0033211628653191673
1002413,0.5480308840620722
1015116,0.00011845450026055714
1011414,0.003810423284741877
1032688,0.009902126433892303
1011934,0.33034359213386455
1024629,0.0004806322353443257
1033891,0.0002610533887875499
1024842,0.0009870821920380472
