,id,isDefault
0,1000575,0.006012657956385392
1,1028125,0.0515615810618707
2,1010694,0.0040823568224340745
3,1026712,0.0009511693420783951
4,1002895,0.011294190820429817
5,1023930,0.2946616714300587
6,1031202,0.05547494852857937
7,1041065,0.0019189587844211653
8,1037799,0.019917658687068407
9,1036385,0.005054664527206598
10,1028640,0.10224144173115701
11,1046198,0.004248917711806355
12,1005902,0.017839404185578722
13,1001958,0.015460602322904693
14,1021171,0.01197630094734714
15,1018693,0.012056468725836322
16,1046881,0.09144720364824621
17,1008394,0.39052951947159575
18,1039986,0.11196822109992766
19,1028449,0.6187193435164178
20,1037670,0.006495744558855376
21,1030356,0.003614654414573204
22,1047759,0.3973372775129188
23,1033422,0.009818615042577528
24,1041457,0.0038783893613782983
25,1047669,0.4829816118281419
26,1013635,0.0007351606656729182
27,1009911,0.0037561384378969054
28,1026052,0.021898157209928604
29,1013010,0.009706810924373976
30,1000541,0.00907605652554333
31,1023933,0.020422200188514705
32,1017173,0.07885911931343481
33,1010278,0.019759016086018932
34,1042322,0.016924781564902736
35,1035083,0.04497726268975777
36,1017136,0.014901472323379239
37,1008825,0.015066275221823022
38,1035744,0.126473238229451
39,1019544,0.599944001805878
40,1019583,0.3191807051917941
41,1015244,0.012562352483451389
42,1001057,0.03423753983042854
43,1018597,0.007727327917116278
44,1036106,0.3971498597303853
45,1021590,0.006078060965605037
46,1028479,0.16364803377246773
47,1022178,0.14641464543462568
48,1021768,0.0252895798319851
49,1044905,0.02495217106859704
50,1018188,0.024116483884449202
51,1034782,0.10163374550837001
52,1043358,0.44693025918208407
53,1012386,0.009633078864669353
54,1019710,0.5171890927405888
55,1003882,0.00483091312412709
56,1041743,0.012572000142053397
57,1045699,0.3183191828538823
58,1023722,0.1428501188767035
59,1005903,0.3956566160384333
60,1032382,0.10746320420360034
61,1032769,0.03336886700069619
62,1016556,0.18893860099509197
63,1018606,0.005807521655506909
64,1034996,0.01983202099893433
65,1030041,0.007782829275192804
66,1034236,0.28013693447422683
67,1027554,0.1730841691471855
68,1005162,0.12666939680390854
69,1011175,0.04312512368205501
70,1033902,0.21801557637918778
71,1014356,0.36677261335938005
72,1045176,0.3149638466074137
73,1048152,0.40080900610111514
74,1026600,0.08599681906305456
75,1046111,0.6054707617662902
76,1010478,0.0037697324438532576
77,1019200,0.07470256973525058
