id,isDefault
1000575,0.006351661
1028125,0.043389391
1010694,0.004328893
1026712,0.000627575
1002895,0.007835539
1023930,0.324977746
1031202,0.06575322
1041065,0.001684181
1037799,0.01720953
1036385,0.003172738
1028640,0.128188486
1046198,0.003381525
1005902,0.011828351
1001958,0.023331582
1021171,0.009921074
1018693,0.012912898
1046881,0.062435634
1008394,0.472142372
1039986,0.144440869
1028449,0.550770973
1037670,0.00519818
1030356,0.004068007
1047759,0.42600183
1033422,0.01237006
1041457,0.002849234
1047669,0.504938371
1013635,0.000713321
1009911,0.003674785
1026052,0.021590446
1013010,0.012396356
1000541,0.008880197
1023933,0.019284392
1017173,0.084907754
1010278,0.01690467
1042322,0.016309238
1035083,0.032499266
1017136,0.0117202
1008825,0.012420929
1035744,0.126363707
1019544,0.559712156
1019583,0.338596955
1015244,0.016146609
1001057,0.047898604
1018597,0.008535836
1036106,0.408579057
1021590,0.003030494
1028479,0.117342363
1022178,0.169891045
1021768,0.029018222
1044905,0.032663596
1018188,0.015537663
1034782,0.055715212
1043358,0.428361097
1012386,0.020447614
1019710,0.535451238
1003882,0.006439892
1041743,0.014429189
1045699,0.302033661
1023722,0.120446868
1005903,0.408437122
1032382,0.089345872
1032769,0.035703946
1016556,0.15625901
1018606,0.003172088
1034996,0.014617555
1030041,0.007612981
1034236,0.290115506
1027554,0.157411036
1005162,0.171116783
1011175,0.032043167
1033902,0.179287847
1014356,0.418697399
1045176,0.352942325
1048152,0.372329893
1026600,0.054639668
1046111,0.584064366
1010478,0.004438337
1019200,0.045533343
1030818,0.001007756
1041083,0.071264424
1020605,0.011925051
1020932,0.547265857
1031833,0.022336164
1002413,0.665608145
1015116,0.001730185
1011414,0.016583255
1032688,0.019965194
1011934,0.464432405
1024629,0.006751343
1033891,0.005045552
1024842,0.004985014
1027018,0.003139971
1004702,0.012082785
1009408,0.334111787
1026577,0.016518364
1039347,0.003257196
1027392,0.011066855
1033583,0.608637647
1030357,0.640777782
1036590,0.000915881
1019761,0.033310112
1011949,0.004698317
1035693,0.005981779
1021378,0.004601251
1031346,0.047946993
1017477,0.219078692
1048032,0.025847605
1038679,0.024852774
1007051,0.052911524
1000452,0.005940215
1013922,0.041217599
1046564,0.002823422
1017521,0.000639589
1009082,0.023960376
1015316,0.010571268
1017718,0.008590571
1021027,0.011419355
1028958,0.18190486
1035453,0.588485706
1024280,0.035023309
1018505,0.730246534
1010128,0.118804352
1007386,0.005354718
1009167,0.00273776
1037585,0.005507956
1026043,0.226277452
1024570,0.153083006
1038043,0.362122798
1037576,0.044811465
1039779,0.026294473
1004522,0.011303192
1007364,0.008124449
1008846,0.002117059
1000603,0.002285011
1021829,0.011280354
1044059,0.01310701
1044404,0.59129801
1012497,0.036942753
1013466,0.012978888
1038891,0.023649254
1010547,0.010501727
1023850,0.596181727
1018544,0.023179596
1018208,0.349041571
1026767,0.134916814
1034103,0.077749455
1026183,0.370387303
1006844,0.011377805
1035884,0.240369108
1008717,0.01076015
1023969,0.042787498
1046972,0.018932457
1039065,0.003837857
1007767,0.009881291
1033865,0.063259444
1040701,0.409127779
1011770,0.142756493
1048315,0.353359608
1030629,0.140719919
1002486,0.244512787
1035595,0.376754192
1000629,0.373555459
1022972,0.38465608
1034681,0.001388769
1022023,0.396752338
1009765,0.009803361
1044865,0.002080931
1037277,0.388302108
1012272,0.014805514
1040995,0.026732789
1047338,0.119085149
1045052,0.002703903
1029847,0.001236701
1018987,0.008908046
1040155,0.00931738
1001734,0.351836951
1008795,0.074180226
1032664,0.187335358
1034740,0.087146042
1017204,0.062633121
1010766,0.127903177
1031660,0.192852448
1007238,0.405824581
1020555,0.140054948
1046278,0.004282308
1010915,0.008774281
1046598,0.006999182
1037912,0.248645556
1042520,0.345384491
1043332,0.684718593
1040643,0.143432345
1025913,0.119299798
1031268,0.098093677
1046418,0.302003515
1026392,0.2267544
1049286,0.304164697
1034359,0.011852599
1014506,0.130088147
1031580,0.139950646
1038801,0.147705317
1041903,0.521762892
1010056,0.210906346
1013643,0.413937825
1046980,0.244187403
1012709,0.261579138
1018512,0.400369775
1014724,0.001177847
1030802,0.01973215
1014306,0.278696781
1049297,0.13588722
1036358,0.093549425
1040977,0.410288245
1035734,0.445487265
1019782,0.26630411
1039519,0.12574384
1005038,0.225989463
1040728,0.331380261
1008449,0.012465752
1019069,0.551154861
1023717,0.001581504
1046007,0.002204304
1009223,0.009219488
1040241,0.018536099
1046923,0.016049862
1041166,0.328935732
1042733,0.012502423
1008065,0.004937331
1008164,0.4960441
1032019,0.099357294
1037629,0.280667237
1043927,0.250807691
1027670,0.091785657
1017353,0.036870903
1024141,0.058694917
1042069,0.104891907
1024398,0.204037153
1045922,0.553192443
1020400,0.009136648
1011500,0.003711597
1038606,0.104866376
1025972,0.050687757
1002263,0.710876795
1025557,0.004971127
1031479,0.003849173
1025480,0.015157669
1009819,0.234038253
1007123,0.003865958
1024198,0.041589455
1025725,0.556817135
1012988,0.041584448
1009487,0.00647419
1039865,0.014485552
1018599,0.005288439
1009489,0.236468813
1041868,0.173935838
1047948,0.228616137
1046133,0.116452938
1026260,0.324026117
1031970,0.183029848
1032976,0.290440172
1035576,0.154330514
1029414,0.226927986
1020223,0.019360708
1011891,0.00112051
1039155,0.429555115
1049708,0.032439161
1011497,0.502443413
1003658,0.004783494
1048635,0.000478311
1019684,0.037327054
1017666,0.003308211
1010777,0.311364483
1032325,0.137770844
1009834,0.316884173
1028976,0.378554716
1000023,0.254406164
1038750,0.329447659
1039210,0.135858599
1021115,0.228036065
1008255,0.076487767
1043035,0.026245192
1017174,0.641011659
1047924,0.377610332
1038586,0.00425653
1011805,0.002884227
1048311,0.005923042
1044609,0.00229003
1001320,0.001679465
1044992,0.309132441
1027123,0.008794028
1002344,0.007582143
1023161,0.007041868
1017527,0.007173048
1025805,0.003759281
1001488,0.374763531
1043664,0.009702871
1002051,0.046589571
1044756,0.016427924
1046992,0.000862065
1029657,0.341158445
1021900,0.415372391
1037278,0.242700286
1025134,0.282908413
1045543,0.16211205
1002896,0.032229211
1010600,0.350741698
1014618,0.432171355
1003535,0.427116999
1046540,0.006508029
1024939,0.024771275
1039793,0.015986391
1034152,0.453125645
1045428,0.00913669
1042718,0.432713879
1010816,0.000840282
1000763,0.028511758
1019619,0.003336969
1028129,0.003875486
1025519,0.016050969
1024757,0.161807004
1002790,0.004704259
1036698,0.002542859
1008144,0.004115808
1008085,0.255193233
1001394,0.00987138
1020391,0.00354156
1029372,0.048391305
1006486,0.481004697
1007830,0.623157107
1032904,0.418546188
1024111,0.392832868
1048195,0.29964477
1003144,0.636754685
1023438,0.057931575
1004329,0.229129436
1024473,0.381658909
1024970,0.012831071
1020904,0.00358455
1041784,0.010721296
1010047,0.024390285
1035244,0.018711441
1023875,0.001651784
1003764,0.009523581
1029025,0.01145847
1033300,0.00641357
1009135,0.032640515
1044352,0.528435993
1021747,0.009727706
1041665,0.005726208
1000368,0.020938586
1016906,0.000343978
1016805,0.005825368
1028933,0.009567956
1001776,0.003350176
1049973,0.010244411
1020329,0.634383121
1026702,0.345696404
1029160,0.426220096
1039908,0.237207107
1003632,0.213478389
1013239,0.324843939
1014009,0.25865639
1008187,0.148643774
1000645,0.043157261
1037395,0.402286484
1007003,0.002552842
1037190,0.00290879
1004658,0.004872198
1031972,0.013663103
1046675,0.001290341
1031897,0.005130063
1014909,0.006366471
1048261,0.422644595
1019310,0.01152391
1027904,0.43754669
1038726,0.246152455
1002951,0.004942943
1024828,0.022391271
1023482,0.000799405
1037593,0.32367452
1017584,0.350281289
1030733,0.264106923
1039785,0.288535277
1012324,0.267430535
1022787,0.230443643
1003462,0.239970858
1030142,0.15398719
1041632,0.147074793
1023457,0.009045719
1011260,0.038043695
1046672,0.000576014
1036347,0.17931912
1001120,0.016198831
1038629,0.004962001
1019702,0.011693626
1006084,0.004779046
1031837,0.004504109
1027440,0.031058562
1002291,0.037785832
1019211,0.00601869
1024802,0.357714751
1040466,0.497367365
1002567,0.090886963
1023822,0.359303815
1039090,0.263372406
1000687,0.083441196
1046046,0.099087075
1026806,0.315640222
1035794,0.418126075
1049758,0.120879012
1015405,0.065133711
1006713,0.029279477
1048134,0.000835664
1022539,0.028496446
1038388,0.008822971
1000241,0.007308419
1021910,0.612525554
1037581,0.008004905
1015492,0.096430866
1038485,0.522838999
1036104,0.187428999
1002815,0.259122044
1028367,0.239338715
1013467,0.143616702
1039922,0.207103745
1009987,0.096318198
1014226,0.158407941
1003710,0.011934275
1036372,0.002122379
1012012,0.004186167
1022842,0.013935272
1047163,0.006570815
1008640,0.035688135
1009835,0.278904732
1012571,0.369093996
1028889,0.074640805
1045707,0.075953297
1035386,0.14080331
1014936,0.522993894
1045463,0.1257591
1016814,0.167989205
1035379,0.11530927
1004310,0.708800297
1027213,0.53624869
1006288,0.008701414
1001075,0.001587511
1037535,0.005002581
1039778,0.003328863
1035776,0.004446856
1027737,0.267955147
1006349,0.182357661
1004994,0.365227592
1015493,0.056865104
1023217,0.249985924
1011970,0.228070461
1041387,0.395394605
1003307,0.222723534
1020497,0.322996745
1020418,0.001732493
1035816,0.102523718
1002908,0.576909458
1049271,0.375066378
1000235,0.002550517
1027315,0.028931263
1002958,0.015846377
1034549,0.555467838
1042173,0.002516523
1001367,0.007416699
1048838,0.004807121
1035740,0.003839485
1013044,0.003657719
1023046,0.01065516
1012481,0.015829914
1015150,0.077553984
1011069,0.112038353
1028495,0.191503363
1007025,0.440769106
1002942,0.509371672
1002551,0.22395442
1015879,0.178437019
1045099,0.100979346
1017965,0.240582893
1031750,0.051336461
1029705,0.247612653
1026938,0.013655039
1048185,0.014316067
1040230,0.035831333
1039826,0.420444988
1009192,0.010838593
1031387,0.006458454
1044820,0.045442162
1048284,0.435889716
1043644,0.257356972
1006020,0.610542853
1014626,0.508499762
1002667,0.056041594
1020510,0.265793249
1001241,0.407875548
1019105,0.458898432
1000682,0.226384493
1035786,0.008433824
1029873,0.37460503
1009162,0.319127897
1046463,0.390393443
1020249,0.195277066
1026875,0.104082051
1048935,0.25321815
1021439,0.203219757
1000744,0.040908247
1018249,0.165624337
1015635,0.250503104
1025003,0.490485507
1047194,0.004160986
1037722,0.416483252
1001623,0.007854912
1019298,0.047404598
1004404,0.009073101
1005109,0.005418907
1019077,0.08351538
1010191,0.051458157
1011766,0.090818554
1047521,0.135508308
1043876,0.19426676
1018965,0.067778034
1029881,0.111898239
1024650,0.089725824
1042522,0.138180175
1030513,0.01431598
1049815,0.006658983
1032611,0.000885288
1049575,0.126217498
1005571,0.575405728
1049839,0.236461891
1030348,0.16316606
1021548,0.364706014
1022606,0.182905085
1010809,0.58449268
1012461,0.124091528
1022747,0.501293776
1005520,0.005337145
1025618,0.711243609
1032046,0.020660974
1039850,0.206977487
1000160,0.537655244
1026468,0.161096971
1020420,0.101462506
1023405,0.107743462
1019740,0.069155524
1040117,0.301043778
1030062,0.057012739
1007306,0.452083403
1031024,0.012462425
1008518,0.007099489
1013733,0.01632233
1021983,0.303854635
1031711,0.582136099
1041602,0.199318396
1047490,0.206166795
1030439,0.131500552
1001346,0.507298677
1044410,0.84043821
1023428,0.171329924
1049246,0.124254168
1017690,0.006545297
1040764,0.081162509
1037250,0.00220402
1049711,0.067866467
1031392,0.211833693
1002403,0.056194765
1021322,0.392232785
1014596,0.047265443
1009469,0.18896801
1034036,0.106962176
1005984,0.302063623
1044720,0.197251479
1020565,0.530154873
1048177,0.006508106
