id,isDefault
1000575,-0.007322109677265275
1028125,0.0278625264615174
1010694,-0.017576388526670813
1026712,0.04167391896517263
1002895,-0.029875914287236863
1023930,0.2710430510610269
1031202,0.059333727738147386
1041065,-0.029540617042364176
1037799,0.01268945394721439
1036385,0.002672388815225249
1028640,0.22586656596085936
1046198,0.012832472075762425
1005902,-0.07153117670512367
1001958,0.010431791671741623
1021171,0.03198647646302414
1018693,0.06676033185660776
1046881,0.05891865147886205
1008394,0.3715125952519863
1039986,0.2840802844132969
1028449,0.7286943746117314
1037670,0.012998462634699484
1030356,0.05979614842991272
1047759,0.24643846147348594
1033422,0.020589208026940312
1041457,0.00058094515145511
1047669,0.45105420051142386
1013635,-0.014388234412642944
1009911,-0.0026109654773605736
1026052,0.024855668061832693
1013010,-0.0045639233559411265
1000541,0.07695364568260181
1023933,0.008291664172205235
1017173,0.07459785863438875
1010278,-0.0028875611501735744
1042322,0.021414014455283695
1035083,0.024684664423290197
1017136,0.02703761181748947
1008825,-0.006644410076694839
1035744,0.27268652651512687
1019544,0.6109204053174812
1019583,0.3968187695544292
1015244,0.017558070534290125
1001057,-0.0356093335308998
1018597,0.031812809797290995
1036106,0.34619381057819304
1021590,0.004037830106587181
1028479,0.4103709626894658
1022178,0.18634496047350052
1021768,-0.0043857075260143865
1044905,0.015262010020979001
1018188,0.06228269435237408
1034782,0.015659701621962455
1043358,0.450684827909876
1012386,0.029541202126957378
1019710,0.3854763739940915
1003882,0.018148385134086918
1041743,0.021824193280501003
1045699,0.32524172139852137
1023722,0.17676919817408077
1005903,0.34948636370768515
1032382,0.2563839759935325
1032769,0.007883969910259242
1016556,0.011195319247109354
1018606,0.005806010719150834
1034996,0.06747917210778788
1030041,-0.04670752840055862
1034236,0.4799894039725342
1027554,0.1229873352452355
1005162,0.15743933344811673
1011175,0.16615324703094012
1033902,0.300360168625021
1014356,0.4904782672167254
1045176,0.6134396529934569
1048152,0.30108676430244713
1026600,0.01304094538033646
1046111,0.3618428034002133
1010478,0.01032224980477284
1019200,-0.033455982570293835
1030818,-0.002379910954206139
1041083,0.07111860051985366
1020605,-0.007654591166776993
1020932,0.7320694122932307
1031833,0.016207429218502645
1002413,0.5455979655940943
1015116,0.06877764311927849
1011414,0.06339588082631264
1032688,0.07903209546310543
1011934,0.5334982224290886
1024629,0.021228352743461146
1033891,0.03471254960355297
1024842,0.008924125204313427
1027018,-0.001535862645993616
1004702,0.03795090802977826
1009408,0.1280286816197957
1026577,0.07079309139515708
1039347,0.09232715834851482
1027392,0.03255728295531499
1033583,0.3748759006518004
1030357,0.6725035863807475
1036590,-0.024908902242575044
1019761,-0.0036697017106844558
1011949,-0.0073977569449543545
1035693,0.023758046565136654
1021378,-0.007594271271856434
1031346,-0.004450345792407036
1017477,-0.012778429537195851
1048032,-0.01227212229348627
1038679,0.009287770047971324
1007051,0.06658917503125086
1000452,0.03751592568690031
1013922,0.005654352881885994
1046564,0.016277550466663984
1017521,-0.018720238247035552
1009082,-0.04198700899349479
1015316,0.005271288781045874
1017718,0.0014374017698426792
1021027,0.008683986168233532
1028958,0.2867605406685669
1035453,0.3855133166017629
1024280,0.009558665957747552
1018505,0.628824461621292
1010128,0.07486368224447106
1007386,-0.0027368234405398743
1009167,0.01691818065603627
1037585,0.028676205820913358
1026043,0.29950713364490056
1024570,0.13449608291792417
1038043,0.20690342068818815
1037576,0.02623455337101379
1039779,-0.022305576201798537
1004522,-0.04206606615193679
1007364,0.006311548126688839
1008846,-0.007425318746960042
1000603,0.0066168619408791245
1021829,-0.012558311655611382
1044059,0.028146591764875134
1044404,0.49030337909357097
1012497,0.1305872087272814
1013466,0.015074513456752519
1038891,0.00214080407417905
1010547,0.01878654926711811
1023850,0.551304486653979
1018544,0.08609842222555296
1018208,0.5473987375861878
1026767,0.22808304945872088
1034103,0.03853296776675354
1026183,0.35736442909317345
1006844,0.047639409213599486
1035884,0.42946843006871926
1008717,-0.021500379234830627
1023969,0.015985247782685494
1046972,0.051965659401630185
1039065,-0.004390975182533259
1007767,0.02271468447273918
1033865,0.2619969615203456
1040701,0.3237778477144099
1011770,0.26030490951197655
1048315,0.20455538074036836
1030629,0.37228471703050425
1002486,0.12377680815883801
1035595,0.47110129758195207
1000629,0.7003330806443887
1022972,0.5163221533032631
1034681,0.021254333129383737
1022023,0.450121546194741
1009765,-0.004868092938169427
1044865,0.006844322524588265
1037277,0.7663504719192102
1012272,-0.015046423198535407
1040995,-0.008657183869654854
1047338,0.165255861232104
1045052,0.05311162114748722
1029847,0.02253597327419204
1018987,0.07498654710339783
1040155,-0.02380154155467856
1001734,0.5606670984473267
1008795,0.21445436025235043
1032664,0.350966664841354
1034740,0.20013944360837962
1017204,0.17643103225102746
1010766,0.1832140752040448
1031660,0.2910098393988831
1007238,0.3955422756726486
1020555,0.4523764194506217
1046278,0.01647281050232585
1010915,0.0028534542122133125
1046598,0.030076220541582547
1037912,0.2907372554401322
1042520,0.35462828067372726
1043332,0.7309731385030266
1040643,0.20920362065343054
1025913,0.2225117975265682
1031268,0.22951684322796942
1046418,0.4429148950916391
1026392,0.167621643231378
1049286,0.4940660869299928
1034359,0.06724596017848684
1014506,0.2354044125651214
1031580,0.05392439981887987
1038801,0.39287944960953214
1041903,0.4591272824776815
1010056,0.07283197595548249
1013643,0.40132482236620326
1046980,0.28172143355959933
1012709,0.4459963321676232
1018512,0.29605577400104405
1014724,-0.004688327812838047
1030802,-0.009835393082470379
1014306,0.34903707284819824
1049297,0.22963228643866998
1036358,0.06282127413691695
1040977,0.2659593601285439
1035734,0.3393804350785882
1019782,0.2929704416837306
1039519,0.20873709215821717
1005038,0.41798535619104793
1040728,0.2566816694104546
1008449,-0.022547824779917496
1019069,0.7079963826656788
1023717,0.03204493469793757
