id,isDefault
1000575,0.0031561912037432194
1028125,0.002865877468138933
1010694,0.0027977030258625746
1026712,0.002946790074929595
1002895,0.0029510818421840668
1023930,0.37589001655578613
1031202,0.0027511809021234512
1041065,0.002983095357194543
1037799,0.0029143779538571835
1036385,0.002834141021594405
1028640,0.3363332152366638
1046198,0.002999956952407956
1005902,0.005008934531360865
1001958,0.002807648852467537
1021171,0.003033883636817336
1018693,0.0027803259436041117
1046881,0.09439531713724136
1008394,0.07110545784235
1039986,0.09897762537002563
1028449,0.5351253747940063
1037670,0.0029509554151445627
1030356,0.002873657736927271
1047759,0.26936328411102295
1033422,0.006534932181239128
1041457,0.002947814529761672
1047669,0.49183523654937744
1013635,0.00293740164488554
1009911,0.00277080200612545
1026052,0.0027989912778139114
1013010,0.0028402952011674643
1000541,0.0029690146911889315
1023933,0.0032916853670030832
1017173,0.04248666763305664
1010278,0.0027910489588975906
1042322,0.003059083130210638
1035083,0.002799272071570158
1017136,0.0029956402722746134
1008825,0.003062944859266281
1035744,0.05891712009906769
1019544,0.41764286160469055
1019583,0.47680023312568665
1015244,0.003255442250519991
1001057,0.0032668220810592175
1018597,0.00355033902451396
1036106,0.4907161593437195
1021590,0.0027666878886520863
1028479,0.15624980628490448
1022178,0.17691807448863983
1021768,0.003108738223090768
1044905,0.0030745731201022863
1018188,0.009425817057490349
1034782,0.002891789423301816
1043358,0.4355805814266205
1012386,0.0028807097114622593
1019710,0.5544443130493164
1003882,0.0028345491737127304
1041743,0.0029846986290067434
1045699,0.5152229070663452
1023722,0.23274855315685272
1005903,0.15920376777648926
1032382,0.04291466996073723
1032769,0.003025135723873973
1016556,0.0033489272464066744
1018606,0.0028713333886116743
1034996,0.0029128179885447025
1030041,0.0035555569920688868
1034236,0.15888087451457977
1027554,0.15427730977535248
1005162,0.22797814011573792
1011175,0.03565211594104767
1033902,0.16772276163101196
1014356,0.5355140566825867
1045176,0.3625197112560272
1048152,0.11986518651247025
1026600,0.0028126728720963
1046111,0.34677374362945557
1010478,0.0028007710352540016
1019200,0.017298685386776924
1030818,0.003248077817261219
1041083,0.002882174216210842
1020605,0.0030000070109963417
1020932,0.5516294240951538
1031833,0.003653642488643527
1002413,0.3683028519153595
1015116,0.002885573310777545
1011414,0.003512109164148569
1032688,0.002764198463410139
1011934,0.5015790462493896
1024629,0.002673576818779111
1033891,0.002897519152611494
1024842,0.0029693932738155127
1027018,0.0029482839163392782
1004702,0.002941686660051346
1009408,0.11969581246376038
1026577,0.0029237319249659777
1039347,0.010258778929710388
1027392,0.0028818300925195217
1033583,0.5050655007362366
1030357,0.24314714968204498
1036590,0.0029203700833022594
1019761,0.0053949481807649136
1011949,0.0026827328838407993
1035693,0.0028538324404507875
1021378,0.002799272071570158
1031346,0.011738243512809277
1017477,0.0028162836097180843
1048032,0.0031373160891234875
1038679,0.002916570520028472
1007051,0.0030246900860220194
1000452,0.0028504689689725637
1013922,0.0031243539415299892
1046564,0.0028588983695954084
1017521,0.0031015200074762106
1009082,0.002878298982977867
1015316,0.002932374132797122
1017718,0.0027494062669575214
1021027,0.0027782602701336145
1028958,0.3914310038089752
1035453,0.05037881061434746
1024280,0.002961625810712576
1018505,0.4373151361942291
1010128,0.006480970419943333
1007386,0.0028937645256519318
1009167,0.0031078881584107876
1037585,0.0029350509867072105
1026043,0.08336444199085236
1024570,0.12400758266448975
1038043,0.04246913641691208
1037576,0.003499365644529462
1039779,0.002805989934131503
1004522,0.003922352567315102
1007364,0.002797442488372326
1008846,0.0028129045385867357
1000603,0.00285471323877573
1021829,0.002924642525613308
1044059,0.0027506628539413214
1044404,0.23487283289432526
1012497,0.0030496479012072086
1013466,0.0034368070773780346
1038891,0.0033983448520302773
1010547,0.003950497601181269
1023850,0.426721453666687
1018544,0.0029591235797852278
1018208,0.1319885551929474
1026767,0.25982865691185
1034103,0.005869218148291111
1026183,0.10741826146841049
1006844,0.0029457509517669678
1035884,0.11466719210147858
1008717,0.00418606074526906
1023969,0.0030098827555775642
1046972,0.0061906748451292515
1039065,0.002849848475307226
1007767,0.0029395308811217546
1033865,0.06771908700466156
1040701,0.161825031042099
1011770,0.04859447106719017
1048315,0.21732468903064728
1030629,0.36012014746665955
1002486,0.05128711462020874
1035595,0.19340769946575165
1000629,0.3319655656814575
1022972,0.08406975865364075
1034681,0.002845292678102851
1022023,0.48880207538604736
1009765,0.0029716668650507927
1044865,0.0027838475070893764
1037277,0.5372480154037476
1012272,0.0028363505844026804
1040995,0.0029737611766904593
1047338,0.43267714977264404
1045052,0.0033626726362854242
1029847,0.0027993423864245415
1018987,0.0029487197753041983
1040155,0.0029594795778393745
1001734,0.10531223565340042
1008795,0.12973307073116302
1032664,0.2206413596868515
1034740,0.24193075299263
1017204,0.03077547997236252
1010766,0.03390364721417427
1031660,0.05769556388258934
1007238,0.05772063881158829
1020555,0.5601068139076233
1046278,0.0029008714482188225
1010915,0.0029040935914963484
1046598,0.002834587125107646
1037912,0.3410179316997528
1042520,0.3288581967353821
1043332,0.5972598195075989
1040643,0.30699095129966736
1025913,0.2635654807090759
1031268,0.15063607692718506
1046418,0.10959679633378983
1026392,0.14441955089569092
1049286,0.19104206562042236
1034359,0.002945120446383953
