id,isDefault
1000575,0.022452624549525645
1028125,0.18788040527931255
1010694,0.013438490951723978
1026712,0.0114368717689465
1002895,0.03040964553987308
1023930,0.6954613457673695
1031202,0.10251735988802996
1041065,0.012101775908892368
1037799,0.13568179844636769
1036385,0.01461167486787069
1028640,0.40867635242614375
1046198,0.014904848173360298
1005902,0.10269144718080433
1001958,0.16850571551684032
1021171,0.08206649328045591
1018693,0.1416837039279923
1046881,0.222010687076223
1008394,0.7616013414880978
1039986,0.4563016989159652
1028449,0.8321065594179894
1037670,0.029556144235392875
1030356,0.021419957033219268
1047759,0.7060139457611955
1033422,0.03778553882887768
1041457,0.016475362007560626
1047669,0.749093326827175
1013635,0.012350472591700983
1009911,0.02642055792322835
1026052,0.09897931621942498
1013010,0.032785624530280784
1000541,0.07180911528844248
1023933,0.07059743629671861
1017173,0.2408601874475695
1010278,0.08449398674141395
1042322,0.0386909011205072
1035083,0.12471638744470907
1017136,0.07391079815488708
1008825,0.07571657019068248
1035744,0.5848264516926507
1019544,0.8180144436472704
1019583,0.7975846640735161
1015244,0.049336121928142004
1001057,0.10671441026535834
1018597,0.04239314066285008
1036106,0.7607085264965727
1021590,0.01853359701059453
1028479,0.6234129056800896
1022178,0.5335535592980004
1021768,0.14059047451368467
1044905,0.21651657116635623
1018188,0.03689239055770498
1034782,0.2675315961240698
1043358,0.8261066094048937
1012386,0.06812991309973147
1019710,0.7556408259458379
1003882,0.024862055619909312
1041743,0.06723166489770906
1045699,0.8032596862565657
1023722,0.5709060532578559
1005903,0.8037306554156369
1032382,0.6247265709354142
1032769,0.16301772805700607
1016556,0.27877893177838886
1018606,0.020792080566786143
1034996,0.07323325458946565
1030041,0.04915982942439846
1034236,0.7494833096802213
1027554,0.6800860936065097
1005162,0.5598381272352024
1011175,0.2861143713136248
1033902,0.6818244969284212
1014356,0.8430596476481006
1045176,0.7713891427363319
1048152,0.7545980260741885
1026600,0.15283246735565698
1046111,0.8053969330042638
1010478,0.022754910732817046
1019200,0.12470358239179441
1030818,0.022450010544703976
1041083,0.3365739522165341
1020605,0.023634803272034023
1020932,0.8387899306595691
1031833,0.0384506096154412
1002413,0.8472554794603454
1015116,0.016458087928835182
1011414,0.06357048581968007
1032688,0.13784662833875086
1011934,0.64701367330527
1024629,0.07343440301977883
1033891,0.01927011221653873
1024842,0.023151414684034897
1027018,0.016231627880746582
1004702,0.058132597459572104
1009408,0.7508941775625952
1026577,0.04707528269277616
1039347,0.05495174488975758
1027392,0.07459785585484613
1033583,0.7741414793509229
1030357,0.852372000846256
1036590,0.011241131550969686
1019761,0.11986058927348962
1011949,0.02430819205504061
1035693,0.026924061175338954
1021378,0.02521516205080545
1031346,0.19506224957051138
1017477,0.07177186122122332
1048032,0.1479428217024325
1038679,0.0788609600660259
1007051,0.046682125706739255
1000452,0.016993921719538764
1013922,0.2914398665262914
1046564,0.014873385665997415
1017521,0.01114875776092872
1009082,0.0981615066220228
1015316,0.015056901511094562
1017718,0.0348055068627459
1021027,0.0600618092335388
1028958,0.6147828400676315
1035453,0.7752054626552847
1024280,0.13491459949914136
1018505,0.8157428619870256
1010128,0.25396653488394433
1007386,0.023959984777430686
1009167,0.0977896827496156
1037585,0.02421490954549207
1026043,0.6418766376987193
1024570,0.4910279652302066
1038043,0.5288406039845651
1037576,0.1192336547425265
1039779,0.0837748283571668
